YEARS,Tourists_Number,Overnight_Stay,Tourists_Spending,Avg_Stay,Avg_Spending_Trip,Avg_Spending_Night,Province,Tourism_Type,Year_int
2015-01-01,35.0,148.3,20.0,4.2,582.0,137.0,Alqassim,Domestic,2015
2015-01-01,40.1,168.9,18.0,4.2,453.0,107.0,Alqassim,Domestic,2015
2016-01-01,34.0,114.0,89.0,3.4,2642.0,778.0,Alqassim,Inbound,2016
2016-01-01,19.0,63.0,48.0,3.3,2531.0,763.0,Alqassim,Inbound,2016
2016-01-01,14.0,49.0,39.0,3.5,2811.0,793.0,Alqassim,Inbound,2016
2016-01-01,0.2,18848.0,1765.0,2.0,2092.0,1046.0,Alqassim,Inbound,2016
2016-01-01,0.6,2.0,2.0,2.8,2429.0,866.0,Alqassim,Inbound,2016
2016-01-01,734.0,3377.0,757.0,4.6,1032.0,224.0,Alqassim,Domestic,2016
2016-01-01,563.0,2584.0,622.0,4.6,1105.0,241.0,Alqassim,Domestic,2016
2016-01-01,96.0,486.0,82.0,5.1,856.0,169.0,Alqassim,Domestic,2016
2016-01-01,40.2,143.0,28.0,3.6,684.0,192.0,Alqassim,Domestic,2016
2016-01-01,34.4,164.0,25.0,4.8,724.0,152.0,Alqassim,Domestic,2016
2017-01-01,68.0,215.0,179.0,3.2,2621.0,830.0,Alqassim,Inbound,2017
2017-01-01,21.0,70.0,64.0,3.4,3113.0,914.0,Alqassim,Inbound,2017
2017-01-01,39.0,120.0,95.0,3.0,2410.0,792.0,Alqassim,Inbound,2017
2017-01-01,1.0,3.0,3.0,3.0,2453.0,820.0,Alqassim,Inbound,2017
2017-01-01,7.0,22.0,17.0,3.1,2378.0,771.0,Alqassim,Inbound,2017
2017-01-01,908.0,3967.0,763.0,4.4,840.0,192.0,Alqassim,Domestic,2017
2017-01-01,648.0,2692.0,565.0,4.2,872.0,210.0,Alqassim,Domestic,2017
2017-01-01,148.0,655.0,129.0,4.4,867.0,197.0,Alqassim,Domestic,2017
2017-01-01,49.0,380.0,31.0,7.7,634.0,82.0,Alqassim,Domestic,2017
2017-01-01,63.0,240.0,38.0,3.8,609.0,160.0,Alqassim,Domestic,2017
2018-01-01,75.0,244.0,190.0,3.2,2524.0,777.0,Alqassim,Inbound,2018
2018-01-01,22.0,76.0,58.0,3.5,2660.0,767.0,Alqassim,Inbound,2018
2018-01-01,41.0,128.0,100.0,3.2,2470.0,782.0,Alqassim,Inbound,2018
2018-01-01,2.0,6.0,5.0,3.1,2625.0,852.0,Alqassim,Inbound,2018
2018-01-01,11.0,34.0,26.0,3.2,2438.0,771.0,Alqassim,Inbound,2018
2018-01-01,1072.0,6246.0,1299.0,5.8,1212.0,208.0,Alqassim,Domestic,2018
2018-01-01,745.0,4509.0,935.0,6.1,1254.0,207.0,Alqassim,Domestic,2018
2018-01-01,154.0,736.0,175.0,4.8,1139.0,238.0,Alqassim,Domestic,2018
2018-01-01,57.0,397.0,49.0,6.9,858.0,124.0,Alqassim,Domestic,2018
2018-01-01,116.0,603.0,140.0,5.2,1210.0,232.0,Alqassim,Domestic,2018
2019-01-01,110.0,437.0,406.0,4.0,3690.0,929.0,Alqassim,Inbound,2019
2019-01-01,29.0,95.0,85.0,3.3,2919.0,888.0,Alqassim,Inbound,2019
2019-01-01,49.0,149.0,110.0,3.0,2253.0,741.0,Alqassim,Inbound,2019
2019-01-01,16.0,144.0,175.0,9.1,10973.0,1211.0,Alqassim,Inbound,2019
2019-01-01,16.0,49.0,37.0,3.0,2262.0,751.0,Alqassim,Inbound,2019
2019-01-01,1445.0,9020.0,1871.0,6.2,1295.0,207.0,Alqassim,Domestic,2019
2019-01-01,859.0,5211.0,1235.0,6.1,1437.0,237.0,Alqassim,Domestic,2019
2019-01-01,313.0,1964.0,341.0,6.3,1089.0,174.0,Alqassim,Domestic,2019
2019-01-01,106.0,744.0,97.0,7.0,917.0,131.0,Alqassim,Domestic,2019
2019-01-01,166.0,1101.0,197.0,6.6,1189.0,179.0,Alqassim,Domestic,2019
2020-01-01,39.0,250.0,122.0,6.5,3167.0,488.0,Alqassim,Inbound,2020
2020-01-01,25.0,209.0,88.0,8.5,3580.0,422.0,Alqassim,Inbound,2020
2020-01-01,8.0,25.0,20.0,3.0,2401.0,812.0,Alqassim,Inbound,2020
2020-01-01,0.4,1.0,1.0,3.0,3038.0,1017.0,Alqassim,Inbound,2020
2020-01-01,4.9,14.0,12.0,2.9,2423.0,843.0,Alqassim,Inbound,2020
2020-01-01,2038.0,11335.0,1818.0,5.6,892.0,160.0,Alqassim,Domestic,2020
2020-01-01,935.0,4842.0,954.0,5.2,1020.0,197.0,Alqassim,Domestic,2020
2020-01-01,527.0,2914.0,446.0,5.5,847.0,153.0,Alqassim,Domestic,2020
2020-01-01,181.4,1119.0,128.0,6.2,705.0,114.0,Alqassim,Domestic,2020
2020-01-01,394.2,2460.0,289.0,6.2,734.0,118.0,Alqassim,Domestic,2020
2021-01-01,56.0,405.0,239.0,7.2,4253.0,589.0,Alqassim,Inbound,2021
2021-01-01,46.0,371.0,216.0,8.0,4664.0,582.0,Alqassim,Inbound,2021
2021-01-01,7.0,23.0,16.0,3.5,2380.0,678.0,Alqassim,Inbound,2021
2021-01-01,1.0,4.0,3.0,3.0,2067.0,680.0,Alqassim,Inbound,2021
2021-01-01,2.0,6.0,4.0,3.7,2319.0,623.0,Alqassim,Inbound,2021
2021-01-01,3768.0,22722.0,3877.0,6.0,1029.0,171.0,Alqassim,Domestic,2021
2021-01-01,1547.0,8122.0,1677.0,5.3,1084.0,206.0,Alqassim,Domestic,2021
2021-01-01,420.0,2448.0,351.0,5.8,835.0,143.0,Alqassim,Domestic,2021
2021-01-01,431.0,2973.0,418.0,6.9,969.0,140.0,Alqassim,Domestic,2021
2021-01-01,1370.0,9180.0,1432.0,6.7,1045.0,156.0,Alqassim,Domestic,2021
2022-01-01,202.0,1899.0,636.0,9.4,3153.0,335.0,Alqassim,Inbound,2022
2022-01-01,101.0,806.0,279.0,7.9,2752.0,346.0,Alqassim,Inbound,2022
2022-01-01,80.0,678.0,270.0,8.5,3376.0,398.0,Alqassim,Inbound,2022
2022-01-01,15.0,366.0,73.0,24.3,4838.0,199.0,Alqassim,Inbound,2022
2022-01-01,5.0,50.0,15.0,9.2,2671.0,292.0,Alqassim,Inbound,2022
2022-01-01,4054.0,19498.0,4479.0,4.8,1105.0,230.0,Alqassim,Domestic,2022
2022-01-01,2323.0,11155.0,2745.0,4.8,1182.0,246.0,Alqassim,Domestic,2022
2022-01-01,491.0,2180.0,503.0,4.4,1024.0,231.0,Alqassim,Domestic,2022
2022-01-01,382.0,1735.0,375.0,4.5,982.0,216.0,Alqassim,Domestic,2022
2022-01-01,858.0,4428.0,856.0,5.2,998.0,193.0,Alqassim,Domestic,2022
2023-01-01,126.0,814.0,288.0,6.4,2284.0,354.0,Alqassim,Inbound,2023
2023-01-01,86.0,589.0,191.0,6.9,2228.0,324.0,Alqassim,Inbound,2023
2023-01-01,35.0,204.0,90.0,5.8,2583.0,442.0,Alqassim,Inbound,2023
2023-01-01,4.0,13.0,5.0,3.5,1277.0,368.0,Alqassim,Inbound,2023
2023-01-01,2.0,8.0,2.0,4.2,1242.0,298.0,Alqassim,Inbound,2023
2023-01-01,4565.0,27272.0,5654.0,6.0,1239.0,207.0,Alqassim,Domestic,2023
2023-01-01,3415.0,20399.0,4212.0,6.0,1234.0,206.0,Alqassim,Domestic,2023
2023-01-01,595.0,2609.0,678.0,4.4,1140.0,260.0,Alqassim,Domestic,2023
2023-01-01,177.0,1083.0,302.0,6.1,1712.0,279.0,Alqassim,Domestic,2023
2023-01-01,379.0,3182.0,462.0,8.4,1220.0,145.0,Alqassim,Domestic,2023
2024-01-01,317.0,18848.0,1765.0,59.4,5562.0,94.0,Alqassim,Inbound,2024
2024-01-01,261.0,15949.0,1540.0,61.0,5889.0,97.0,Alqassim,Inbound,2024
2024-01-01,27.0,969.0,80.0,35.8,2972.0,83.0,Alqassim,Inbound,2024
2024-01-01,12.0,783.0,55.0,66.6,4723.0,71.0,Alqassim,Inbound,2024
2024-01-01,17.0,1146.0,90.0,66.9,5250.0,78.0,Alqassim,Inbound,2024
2024-01-01,4872.0,31343.0,5690.0,6.4,1168.0,182.0,Alqassim,Domestic,2024
2024-01-01,3700.0,24517.0,4567.0,6.6,1234.0,186.0,Alqassim,Domestic,2024
2024-01-01,654.0,3398.0,624.0,5.2,954.0,184.0,Alqassim,Domestic,2024
2024-01-01,264.0,1580.0,265.0,6.0,1006.0,168.0,Alqassim,Domestic,2024
2024-01-01,255.0,1848.0,233.0,7.2,914.0,126.0,Alqassim,Domestic,2024
2015-01-01,5092.0,36593.0,6482.0,7.2,1273.0,177.0,Aseer,Domestic,2015
2015-01-01,3426.0,27804.0,4602.0,8.1,1343.0,166.0,Aseer,Domestic,2015
2015-01-01,406.0,2051.0,741.0,5.1,1825.0,361.0,Aseer,Domestic,2015
2015-01-01,1259.2,6737.6,1139.0,5.4,905.0,169.0,Aseer,Domestic,2015
2015-01-01,59.0,842.0,503.0,14.2,8489.0,597.0,Aseer,Inbound,2015
2015-01-01,41.0,440.0,335.0,10.6,8083.0,761.0,Aseer,Inbound,2015
2015-01-01,8.0,118.0,37.0,15.5,4824.0,312.0,Aseer,Inbound,2015
2015-01-01,10.2,283.9,131.0,27.9,12900.0,462.0,Aseer,Inbound,2015
2016-01-01,4988.0,38995.0,7690.0,7.8,1542.0,197.0,Aseer,Domestic,2016
2016-01-01,3009.0,24904.0,4770.0,8.3,1585.0,192.0,Aseer,Domestic,2016
2016-01-01,363.0,2322.0,522.0,6.4,1438.0,225.0,Aseer,Domestic,2016
2016-01-01,1616.6,11768.0,2398.0,7.3,1484.0,204.0,Aseer,Domestic,2016
2016-01-01,4.0,24.0,14.0,6.1,3675.0,600.0,Aseer,Inbound,2016
2016-01-01,3.0,22.0,12.0,7.2,3990.0,556.0,Aseer,Inbound,2016
2016-01-01,187.0,3063.0,823.0,3.0,2950.0,983.0,Aseer,Inbound,2016
2016-01-01,0.8,2.0,2.0,2.7,2621.0,969.0,Aseer,Inbound,2016
2017-01-01,5322.0,38794.0,5889.0,7.3,1106.0,152.0,Aseer,Domestic,2017
2017-01-01,3392.0,25196.0,3846.0,7.4,1134.0,153.0,Aseer,Domestic,2017
2017-01-01,386.0,3475.0,493.0,9.0,1277.0,142.0,Aseer,Domestic,2017
2017-01-01,1544.0,10123.0,1550.0,6.6,1004.0,153.0,Aseer,Domestic,2017
2017-01-01,1.0,7.0,4.0,8.0,4571.0,571.0,Aseer,Inbound,2017
2017-01-01,187.0,3063.0,823.0,35.5,12900.0,983.0,Aseer,Inbound,2017
2017-01-01,187.0,3063.0,823.0,35.5,12900.0,983.0,Aseer,Inbound,2017
2017-01-01,1.0,7.0,4.0,8.0,4571.0,571.0,Aseer,Inbound,2017
2018-01-01,4923.0,37355.0,6077.0,7.6,1235.0,163.0,Aseer,Domestic,2018
2018-01-01,3336.0,25232.0,4048.0,7.6,1214.0,160.0,Aseer,Domestic,2018
2018-01-01,410.0,2737.0,542.0,6.7,1323.0,198.0,Aseer,Domestic,2018
2018-01-01,1177.0,9385.0,1487.0,8.0,1263.0,158.0,Aseer,Domestic,2018
2018-01-01,99.0,2703.0,362.0,27.4,3660.0,134.0,Aseer,Inbound,2018
2018-01-01,72.0,1909.0,218.0,26.7,3050.0,114.0,Aseer,Inbound,2018
2018-01-01,2.0,23.0,3.0,9.3,1428.0,154.0,Aseer,Inbound,2018
2018-01-01,25.0,771.0,140.0,31.1,5640.0,181.0,Aseer,Inbound,2018
2019-01-01,4943.0,38034.0,6409.0,7.7,1296.0,169.0,Aseer,Domestic,2019
2019-01-01,3087.0,22993.0,4302.0,7.5,1394.0,187.0,Aseer,Domestic,2019
2019-01-01,590.0,4599.0,654.0,7.8,1109.0,142.0,Aseer,Domestic,2019
2019-01-01,1267.0,10441.0,1453.0,8.2,1147.0,139.0,Aseer,Domestic,2019
2019-01-01,24.0,607.0,168.0,25.6,7070.0,277.0,Aseer,Inbound,2019
2019-01-01,15.0,358.0,114.0,23.5,7480.0,318.0,Aseer,Inbound,2019
2019-01-01,187.0,3063.0,823.0,7.7,3035.0,393.0,Aseer,Inbound,2019
2019-01-01,8.0,248.0,54.0,29.3,6348.0,217.0,Aseer,Inbound,2019
2020-01-01,4585.0,33554.0,5201.0,7.3,1134.0,155.0,Aseer,Domestic,2020
2020-01-01,2361.0,16896.0,3309.0,7.2,1401.0,196.0,Aseer,Domestic,2020
2020-01-01,789.0,5408.0,645.0,6.9,817.0,119.0,Aseer,Domestic,2020
2020-01-01,1434.2,11249.0,1246.0,7.8,869.0,111.0,Aseer,Domestic,2020
2020-01-01,15.0,143.0,43.0,9.8,2933.0,300.0,Aseer,Inbound,2020
2020-01-01,9.0,109.0,30.0,12.0,3333.0,277.0,Aseer,Inbound,2020
2020-01-01,187.0,3063.0,823.0,3.0,1900.0,633.0,Aseer,Inbound,2020
2020-01-01,5.6,35.0,13.0,6.2,2291.0,371.0,Aseer,Inbound,2020
2021-01-01,5269.0,42703.0,8183.0,8.1,1553.0,192.0,Aseer,Domestic,2021
2021-01-01,1978.0,14722.0,3568.0,7.4,1804.0,242.0,Aseer,Domestic,2021
2021-01-01,979.0,7811.0,1615.0,8.0,1649.0,207.0,Aseer,Domestic,2021
2021-01-01,2311.0,20170.0,3000.0,8.7,1298.0,149.0,Aseer,Domestic,2021
2021-01-01,20.0,312.0,105.0,15.4,5193.0,338.0,Aseer,Inbound,2021
2021-01-01,14.0,223.0,64.0,15.7,4476.0,285.0,Aseer,Inbound,2021
2021-01-01,4.0,65.0,37.0,15.2,8658.0,569.0,Aseer,Inbound,2021
2021-01-01,2.0,24.0,5.0,13.2,2679.0,203.0,Aseer,Inbound,2021
2022-01-01,5971.0,39079.0,7068.0,6.5,1184.0,181.0,Aseer,Domestic,2022
2022-01-01,2308.0,15059.0,3414.0,6.5,1479.0,227.0,Aseer,Domestic,2022
2022-01-01,1179.0,8142.0,1329.0,6.9,1127.0,163.0,Aseer,Domestic,2022
2022-01-01,2484.0,15878.0,2325.0,6.4,936.0,146.0,Aseer,Domestic,2022
2022-01-01,74.0,1666.0,361.0,22.5,4869.0,216.0,Aseer,Inbound,2022
2022-01-01,44.0,665.0,146.0,15.1,3333.0,220.0,Aseer,Inbound,2022
2022-01-01,19.0,676.0,168.0,35.5,8832.0,249.0,Aseer,Inbound,2022
2022-01-01,11.0,325.0,46.0,29.3,4150.0,142.0,Aseer,Inbound,2022
2023-01-01,6906.0,61405.0,9535.0,8.9,1381.0,155.0,Aseer,Domestic,2023
2023-01-01,2723.0,21211.0,3896.0,7.8,1431.0,184.0,Aseer,Domestic,2023
2023-01-01,1442.0,14121.0,2193.0,9.8,1521.0,155.0,Aseer,Domestic,2023
2023-01-01,2741.0,26073.0,3446.0,9.5,1257.0,132.0,Aseer,Domestic,2023
2023-01-01,187.0,3063.0,823.0,16.4,4404.0,269.0,Aseer,Inbound,2023
2023-01-01,84.0,843.0,274.0,10.0,3253.0,324.0,Aseer,Inbound,2023
2023-01-01,29.0,559.0,154.0,19.1,5243.0,275.0,Aseer,Inbound,2023
2023-01-01,74.0,1660.0,396.0,22.6,5385.0,238.0,Aseer,Inbound,2023
2024-01-01,7334.0,61211.0,8599.0,8.4,1172.0,140.0,Aseer,Domestic,2024
2024-01-01,2857.0,20681.0,3731.0,7.2,1306.0,180.0,Aseer,Domestic,2024
2024-01-01,1467.0,13687.0,1806.0,9.3,1231.0,132.0,Aseer,Domestic,2024
2024-01-01,3009.0,26842.0,3061.0,8.9,1017.0,114.0,Aseer,Domestic,2024
2024-01-01,158.0,2997.0,516.0,19.0,3273.0,172.0,Aseer,Inbound,2024
2024-01-01,92.0,970.0,281.0,10.5,3037.0,289.0,Aseer,Inbound,2024
2024-01-01,25.0,716.0,113.0,28.2,4457.0,158.0,Aseer,Inbound,2024
2024-01-01,40.0,1312.0,122.0,33.0,3067.0,93.0,Aseer,Inbound,2024
2015-01-01,5285.0,24311.0,5250.0,4.6,993.0,216.0,Eastern_region,Domestic,2015
2015-01-01,374.0,1247.0,208.0,3.3,557.0,167.0,Eastern_region,Domestic,2015
2015-01-01,1101.0,4545.0,1104.0,4.1,1003.0,243.0,Eastern_region,Domestic,2015
2015-01-01,3252.0,16049.0,3374.0,4.9,1037.0,210.0,Eastern_region,Domestic,2015
2015-01-01,558.2,2469.3,564.0,4.4,1010.0,228.0,Eastern_region,Domestic,2015
2015-01-01,4397.0,41369.0,15580.0,9.4,3543.0,377.0,Eastern_region,Inbound,2015
2015-01-01,1004.0,8563.0,3783.0,8.5,3768.0,442.0,Eastern_region,Inbound,2015
2015-01-01,772.0,9400.0,3416.0,12.2,4424.0,363.0,Eastern_region,Inbound,2015
2015-01-01,1681.0,20697.0,6774.0,12.3,4030.0,327.0,Eastern_region,Inbound,2015
2015-01-01,939.8,2709.3,1608.0,2.9,1711.0,593.0,Eastern_region,Inbound,2015
2016-01-01,3851.0,18280.0,4636.0,4.8,1204.0,254.0,Eastern_region,Domestic,2016
2016-01-01,276.0,1185.0,212.0,4.3,770.0,179.0,Eastern_region,Domestic,2016
2016-01-01,622.0,2884.0,765.0,4.6,1229.0,265.0,Eastern_region,Domestic,2016
2016-01-01,2559.0,12398.0,3275.0,4.8,1280.0,264.0,Eastern_region,Domestic,2016
2016-01-01,394.0,1812.0,385.0,4.6,976.0,212.0,Eastern_region,Domestic,2016
2016-01-01,3930.0,15342.0,8980.0,3.9,2285.0,585.0,Eastern_region,Inbound,2016
2016-01-01,648.0,1894.0,1448.0,2.9,2235.0,764.0,Eastern_region,Inbound,2016
2016-01-01,528.0,3402.0,1107.0,6.5,2099.0,326.0,Eastern_region,Inbound,2016
2016-01-01,1788.0,7407.0,4883.0,4.1,2731.0,659.0,Eastern_region,Inbound,2016
2016-01-01,967.2,2641.0,1542.0,2.7,1595.0,584.0,Eastern_region,Inbound,2016
2017-01-01,3567.0,20131.0,3794.0,5.6,1064.0,188.0,Eastern_region,Domestic,2017
2017-01-01,246.0,1209.0,143.0,4.9,581.0,119.0,Eastern_region,Domestic,2017
2017-01-01,474.0,3773.0,554.0,8.0,1170.0,147.0,Eastern_region,Domestic,2017
2017-01-01,2387.0,12425.0,2689.0,5.2,1127.0,216.0,Eastern_region,Domestic,2017
2017-01-01,459.0,2725.0,407.0,5.9,885.0,149.0,Eastern_region,Domestic,2017
2017-01-01,3002.0,9013.0,7539.0,3.0,2511.0,836.0,Eastern_region,Inbound,2017
2017-01-01,356.0,930.0,605.0,2.6,1699.0,651.0,Eastern_region,Inbound,2017
2017-01-01,236.0,604.0,402.0,2.6,1704.0,666.0,Eastern_region,Inbound,2017
2017-01-01,1699.0,5686.0,5451.0,3.4,3209.0,959.0,Eastern_region,Inbound,2017
2017-01-01,711.0,1792.0,1080.0,2.5,1518.0,602.0,Eastern_region,Inbound,2017
2018-01-01,4093.0,23744.0,4830.0,5.8,1180.0,203.0,Eastern_region,Domestic,2018
2018-01-01,286.0,1664.0,246.0,5.8,860.0,148.0,Eastern_region,Domestic,2018
2018-01-01,612.0,4167.0,718.0,6.8,1172.0,172.0,Eastern_region,Domestic,2018
2018-01-01,2558.0,13735.0,2920.0,5.4,1141.0,213.0,Eastern_region,Domestic,2018
2018-01-01,636.0,4178.0,947.0,6.6,1488.0,227.0,Eastern_region,Domestic,2018
2018-01-01,2599.0,8062.0,7158.0,3.1,2754.0,888.0,Eastern_region,Inbound,2018
2018-01-01,284.0,794.0,389.0,2.8,1372.0,491.0,Eastern_region,Inbound,2018
2018-01-01,183.0,469.0,275.0,2.6,1502.0,587.0,Eastern_region,Inbound,2018
2018-01-01,1516.0,5217.0,5708.0,3.4,3765.0,1094.0,Eastern_region,Inbound,2018
2018-01-01,616.0,1581.0,785.0,2.6,1276.0,497.0,Eastern_region,Inbound,2018
2019-01-01,4514.0,25155.0,6218.0,5.6,1378.0,247.0,Eastern_region,Domestic,2019
2019-01-01,384.0,2750.0,441.0,7.2,1146.0,160.0,Eastern_region,Domestic,2019
2019-01-01,840.0,4003.0,983.0,4.8,1171.0,246.0,Eastern_region,Domestic,2019
2019-01-01,2571.0,13796.0,3672.0,5.4,1428.0,266.0,Eastern_region,Domestic,2019
2019-01-01,718.0,4607.0,1122.0,6.4,1563.0,244.0,Eastern_region,Domestic,2019
2019-01-01,2900.0,11190.0,9537.0,3.9,3289.0,852.0,Eastern_region,Inbound,2019
2019-01-01,314.0,909.0,455.0,2.9,1450.0,501.0,Eastern_region,Inbound,2019
2019-01-01,308.0,1501.0,727.0,4.9,2361.0,485.0,Eastern_region,Inbound,2019
2019-01-01,1618.0,6945.0,7477.0,4.3,4622.0,1077.0,Eastern_region,Inbound,2019
2019-01-01,660.0,1836.0,878.0,2.8,1329.0,478.0,Eastern_region,Inbound,2019
2020-01-01,4284.0,20863.0,4374.0,4.9,1021.0,210.0,Eastern_region,Domestic,2020
2020-01-01,587.0,4288.0,544.0,7.3,927.0,127.0,Eastern_region,Domestic,2020
2020-01-01,879.0,3325.0,719.0,3.8,818.0,216.0,Eastern_region,Domestic,2020
2020-01-01,1937.0,8419.0,2188.0,4.4,1130.0,260.0,Eastern_region,Domestic,2020
2020-01-01,882.1,4831.0,923.0,5.5,1046.0,191.0,Eastern_region,Domestic,2020
2020-01-01,921.0,4210.0,2744.0,4.6,2981.0,652.0,Eastern_region,Inbound,2020
2020-01-01,103.0,363.0,157.0,3.5,1529.0,432.0,Eastern_region,Inbound,2020
2020-01-01,201.0,1187.0,590.0,5.9,2939.0,497.0,Eastern_region,Inbound,2020
2020-01-01,398.0,1907.0,1602.0,4.8,4026.0,840.0,Eastern_region,Inbound,2020
2020-01-01,219.2,753.0,395.0,3.4,1802.0,524.0,Eastern_region,Inbound,2020
2021-01-01,9273.0,49840.0,14639.0,5.4,1579.0,294.0,Eastern_region,Domestic,2021
2021-01-01,2335.0,17489.0,5243.0,7.5,2245.0,300.0,Eastern_region,Domestic,2021
2021-01-01,1458.0,5690.0,1791.0,3.9,1228.0,315.0,Eastern_region,Domestic,2021
2021-01-01,2388.0,9303.0,3360.0,3.9,1407.0,361.0,Eastern_region,Domestic,2021
2021-01-01,3091.0,17359.0,4245.0,5.6,1373.0,245.0,Eastern_region,Domestic,2021
2021-01-01,1188.0,6315.0,2906.0,5.3,2447.0,460.0,Eastern_region,Inbound,2021
2021-01-01,160.0,491.0,158.0,3.1,987.0,323.0,Eastern_region,Inbound,2021
2021-01-01,321.0,1941.0,790.0,6.0,2460.0,407.0,Eastern_region,Inbound,2021
2021-01-01,412.0,2596.0,1417.0,6.3,3440.0,546.0,Eastern_region,Inbound,2021
2021-01-01,294.0,1288.0,541.0,4.4,1838.0,420.0,Eastern_region,Inbound,2021
2022-01-01,11139.0,47441.0,12683.0,4.3,1139.0,267.0,Eastern_region,Domestic,2022
2022-01-01,2748.0,13071.0,3126.0,4.8,1138.0,239.0,Eastern_region,Domestic,2022
2022-01-01,1485.0,5042.0,1670.0,3.4,1125.0,331.0,Eastern_region,Domestic,2022
2022-01-01,3212.0,12865.0,3999.0,4.0,1245.0,311.0,Eastern_region,Domestic,2022
2022-01-01,3695.0,16464.0,3888.0,4.5,1052.0,236.0,Eastern_region,Domestic,2022
2022-01-01,3998.0,22678.0,9160.0,5.7,2291.0,404.0,Eastern_region,Inbound,2022
2022-01-01,770.0,2888.0,901.0,3.8,1171.0,312.0,Eastern_region,Inbound,2022
2022-01-01,1150.0,12066.0,5372.0,10.5,4669.0,445.0,Eastern_region,Inbound,2022
2022-01-01,1100.0,4776.0,1783.0,4.3,1620.0,373.0,Eastern_region,Inbound,2022
2022-01-01,978.0,2949.0,1104.0,3.0,1129.0,374.0,Eastern_region,Inbound,2022
2023-01-01,13457.0,82944.0,16792.0,6.2,1248.0,202.0,Eastern_region,Domestic,2023
2023-01-01,2899.0,17960.0,3143.0,6.2,1084.0,175.0,Eastern_region,Domestic,2023
2023-01-01,1693.0,7418.0,2038.0,4.4,1204.0,275.0,Eastern_region,Domestic,2023
2023-01-01,4392.0,25443.0,6267.0,5.8,1427.0,246.0,Eastern_region,Domestic,2023
2023-01-01,4473.0,32123.0,5344.0,7.2,1195.0,166.0,Eastern_region,Domestic,2023
2023-01-01,5667.0,26769.0,11037.0,4.7,1948.0,412.0,Eastern_region,Inbound,2023
2023-01-01,1172.0,3722.0,1368.0,3.2,1167.0,367.0,Eastern_region,Inbound,2023
2023-01-01,1470.0,10942.0,4864.0,7.4,3308.0,445.0,Eastern_region,Inbound,2023
2023-01-01,1474.0,6951.0,3034.0,4.7,2058.0,437.0,Eastern_region,Inbound,2023
2023-01-01,1551.0,5154.0,1771.0,3.3,1142.0,344.0,Eastern_region,Inbound,2023
2024-01-01,13644.0,81591.0,16422.0,6.0,1204.0,201.0,Eastern_region,Domestic,2024
